agent_id,survey_id,cell,mg,tenure,income,income_bracket,household_size,generations,has_vehicle,has_children,has_elderly,housing_cost_burden,mg_criteria_met,longitude,latitude,grid_x,grid_y,flood_zone,flood_depth,zipcode,rcv_building,rcv_contents,tp_score,cp_score,sc_score,pa_score,sp_score,flood_experience,flood_frequency,sfha_awareness,elevated,has_insurance,relocated,cumulative_damage,cumulative_oop,memory_flood_exp,memory_insurance,memory_social,memory_gov_trust,memory_place,memory_zone
H0065,655fc09d0e4ff12b60147fb9,MG-Owner,True,Owner,32500.0,"$30,000 to $34,999",4,2,True,False,True,True,True,-74.245863,40.884726,393,317,HIGH,0.568,7302,357289.85,167415.44,3.09,3.88,3.0,4.44,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,This community is my home. My family has been here for 2 generations. I cannot imagine living any...,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0066,66aeb01fbda6f23cf22fca89,MG-Owner,True,Owner,27500.0,"$25,000 to $29,999",3,3,True,False,True,True,True,-74.292239,40.918884,226,194,HIGH,3.652,7087,420591.31,191453.16,3.27,3.0,3.5,3.78,3.0,True,2,True,False,True,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 3 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0067,677b71754229c2e3c5a7786f,MG-Owner,True,Owner,20000.0,"Less than $25,000",2,1,True,False,False,True,True,-74.290573,40.948875,232,86,LOW,0.0,8823,274016.02,94757.37,3.09,2.75,3.5,3.33,1.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0068,676c3f1a779ded5787343064,MG-Owner,True,Owner,37500.0,"$35,000 to $39,999",3,1,True,False,False,True,True,-74.317233,40.919717,136,191,LOW,0.0,8758,378361.27,115937.48,2.82,3.12,3.17,2.89,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0069,67aa3812e58326668a4dc0e2,MG-Owner,True,Owner,37500.0,"$35,000 to $39,999",3,1,True,False,False,True,True,-74.321398,40.911108,121,222,HIGH,2.331,7105,312086.51,113315.68,4.64,3.0,2.0,3.44,1.33,True,2,True,False,True,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I have Private flood insurance flood insurance for my property.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0070,67aa4c3d54c8e17bcc8a7975,MG-Owner,True,Owner,100000.0,"More than $74,999",3,1,False,True,False,True,True,-74.278077,40.964704,277,29,LOW,0.0,7666,230731.26,81574.62,2.64,2.88,3.83,3.11,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0071,66d96af9964c7ebb21f5d22c,MG-Owner,True,Owner,52500.0,"$50,000 to $54,999",5,2,True,False,False,True,True,-74.287518,40.876951,243,345,HIGH,2.025,7201,312064.0,106787.23,3.82,3.5,4.0,4.0,4.0,True,2,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,This community is my home. My family has been here for 2 generations. I cannot imagine living any...,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0072,6784a4f55aea2017f177ed85,MG-Owner,True,Owner,27500.0,"$25,000 to $29,999",3,1,True,False,True,True,True,-74.285852,40.892224,249,290,HIGH,1.243,7936,444166.98,217011.97,1.27,2.12,3.83,3.11,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0073,6654f1a24ff45623af24e3aa,MG-Owner,True,Owner,20000.0,"Less than $25,000",3,1,True,False,False,True,True,-74.288074,40.872785,241,360,HIGH,1.97,7026,277006.73,131653.96,2.82,2.0,1.0,1.22,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0074,67aa3812e58326668a4dc0e2,MG-Owner,True,Owner,37500.0,"$35,000 to $39,999",3,1,True,False,False,True,True,-74.278354,40.926659,276,166,HIGH,2.427,7105,447726.56,162495.9,4.64,3.0,2.0,3.44,1.33,True,2,True,False,True,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I have Private flood insurance flood insurance for my property.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0075,6643b8017df0302da95397b1,MG-Owner,True,Owner,37500.0,"$35,000 to $39,999",5,1,True,True,False,True,True,-74.350001,40.934157,18,139,LOW,0.0,8234,127595.62,55004.91,2.45,3.0,2.33,2.22,2.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0076,5cf4bf2e7e2e1400177f2cc8,MG-Owner,True,Owner,27500.0,"$25,000 to $29,999",4,1,True,False,True,True,True,-74.250306,40.904721,377,245,HIGH,1.219,7840,358296.32,135839.59,3.91,3.88,4.0,2.89,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0077,668edfb3287257f9685fbf75,MG-Owner,True,Owner,42500.0,"$40,000 to $44,999",5,2,True,False,True,True,True,-74.297793,40.904165,206,247,HIGH,4.076,7027,287408.26,138792.19,3.73,3.75,3.83,3.89,3.67,True,2,True,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 2 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0078,67438f3f49b45eb9cf85d218,MG-Owner,True,Owner,20000.0,"Less than $25,000",1,1,True,False,False,True,True,-74.335839,40.918328,69,196,LOW,0.0,7860,255976.95,100284.18,2.09,3.5,4.0,2.78,3.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0079,67aa4c3d54c8e17bcc8a7975,MG-Owner,True,Owner,100000.0,"More than $74,999",3,1,False,True,False,True,True,-74.291129,40.885004,230,316,MEDIUM,0.435,7666,287814.98,101591.79,2.64,2.88,3.83,3.11,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0080,677b71754229c2e3c5a7786f,MG-Owner,True,Owner,20000.0,"Less than $25,000",2,1,True,False,False,True,True,-74.274189,40.891391,291,293,HIGH,0.867,8823,154241.4,53880.46,3.09,2.75,3.5,3.33,1.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0081,663fa62ae5319431ffed039c,MG-Owner,True,Owner,20000.0,"Less than $25,000",2,3,True,False,True,True,True,-74.283631,40.867509,257,379,MEDIUM,0.261,8360,262142.44,108074.42,1.64,2.38,3.0,2.0,2.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0082,67aa4c3d54c8e17bcc8a7975,MG-Owner,True,Owner,100000.0,"More than $74,999",3,1,False,True,False,True,True,-74.268912,40.885837,310,313,HIGH,1.711,7666,311663.28,109876.37,2.64,2.88,3.83,3.11,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0083,5dce93c2e1022008013ad20b,MG-Owner,True,Owner,37500.0,"$35,000 to $39,999",3,3,True,False,True,True,True,-74.27641,40.883615,283,321,HIGH,0.808,8108,436224.85,181869.64,3.09,2.38,5.0,4.22,2.33,True,0,True,False,False,False,0.0,0.0,I experienced flooding at my home More than 10 years ago. The damage was significant and caused f...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,This community is my home. My family has been here for 3 generations. I cannot imagine living any...,My property is in a high-risk flood zone. I know this area floods regularly.
H0084,668edfb3287257f9685fbf75,MG-Owner,True,Owner,42500.0,"$40,000 to $44,999",5,2,True,False,True,True,True,-74.332506,40.886948,81,309,HIGH,3.462,7027,239680.92,114942.48,3.73,3.75,3.83,3.89,3.67,True,2,True,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 2 generations. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0085,5cf4bf2e7e2e1400177f2cc8,MG-Owner,True,Owner,27500.0,"$25,000 to $29,999",4,1,True,False,True,True,True,-74.228646,40.879172,455,337,LOW,0.0,7840,219695.29,83457.87,3.91,3.88,4.0,2.89,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0086,677b71754229c2e3c5a7786f,MG-Owner,True,Owner,20000.0,"Less than $25,000",2,1,True,False,False,True,True,-74.308346,40.885837,168,313,HIGH,1.168,8823,240871.23,82826.98,3.09,2.75,3.5,3.33,1.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0087,62b7a842de71001331784ce7,MG-Owner,True,Owner,32500.0,"$30,000 to $34,999",6,5,True,True,True,True,True,-74.326952,40.913885,101,212,HIGH,4.142,8002,368488.77,184062.91,2.55,2.0,2.67,2.22,2.33,True,6,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0088,59c266758e6ea10001f7b6d1,MG-Owner,True,Owner,20000.0,"Less than $25,000",1,1,True,False,False,True,True,-74.331673,40.948875,84,86,LOW,0.0,8302,309022.76,124197.87,3.64,2.38,3.0,3.11,3.67,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0089,5dea7a7df87f5519e686ff7b,MG-Owner,True,Owner,20000.0,"Less than $25,000",1,1,True,False,True,True,True,-74.261414,40.889447,337,300,HIGH,1.25,8028,238856.16,75999.7,2.36,2.12,4.0,2.89,2.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0090,67158fc2d3dcb39fb10908dc,MG-Owner,True,Owner,20000.0,"Less than $25,000",5,1,True,False,True,True,True,-74.287518,40.929436,243,156,HIGH,2.161,8882,326610.99,101061.04,4.0,3.38,3.0,2.33,1.67,True,2,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0091,678e5f79ad4a1a528024cf86,MG-Owner,True,Owner,57500.0,"$55,000 to $59,999",8,1,True,True,True,True,True,-74.325008,40.861122,108,402,MEDIUM,0.008,8083,288274.42,92804.13,3.18,2.38,3.33,2.44,2.33,False,0,True,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0092,6329bd3e699f53922a5da47c,MG-Owner,True,Owner,20000.0,"Less than $25,000",4,1,True,True,False,True,True,-74.353889,40.897223,4,272,LOW,0.0,7480,374421.85,159312.46,2.91,3.0,3.17,3.56,1.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0093,66ef807190fe3df516136de7,MG-Owner,True,Owner,42500.0,"$40,000 to $44,999",5,1,True,True,False,True,True,-74.2728,40.889725,296,299,HIGH,1.663,7111,226823.84,103979.65,3.73,2.62,1.5,2.33,2.67,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Private flood insurance flood insurance for my property.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0094,5cf4bf2e7e2e1400177f2cc8,MG-Owner,True,Owner,27500.0,"$25,000 to $29,999",4,1,True,False,True,True,True,-74.294183,40.871119,219,366,HIGH,1.142,7840,253785.89,97563.42,3.91,3.88,4.0,2.89,2.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0095,67158fc2d3dcb39fb10908dc,MG-Owner,True,Owner,20000.0,"Less than $25,000",5,1,True,False,True,True,True,-74.301126,40.909719,194,227,HIGH,4.017,8882,248926.37,77840.66,4.0,3.38,3.0,2.33,1.67,True,2,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0096,65e226c42aa80c2ecbb565f2,MG-Owner,True,Owner,42500.0,"$40,000 to $44,999",4,1,True,True,False,True,True,-74.316955,40.940822,137,115,LOW,0.0,7848,180500.78,67926.75,2.09,2.75,3.83,3.11,2.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0097,62b7a842de71001331784ce7,MG-Owner,True,Owner,32500.0,"$30,000 to $34,999",6,5,True,True,True,True,True,-74.280298,40.877228,269,344,HIGH,1.184,8002,306012.42,152768.83,2.55,2.0,2.67,2.22,2.33,True,6,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0098,59c266758e6ea10001f7b6d1,MG-Owner,True,Owner,20000.0,"Less than $25,000",1,1,True,False,False,True,True,-74.270579,40.964149,304,31,LOW,0.0,8302,302810.19,122887.3,3.64,2.38,3.0,3.11,3.67,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
H0099,62b7a842de71001331784ce7,MG-Owner,True,Owner,32500.0,"$30,000 to $34,999",6,5,True,True,True,True,True,-74.257249,40.931658,352,148,HIGH,3.357,8002,280429.86,138592.83,2.55,2.0,2.67,2.22,2.33,True,6,False,False,False,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0100,6654f1a24ff45623af24e3aa,MG-Owner,True,Owner,20000.0,"Less than $25,000",3,1,True,False,False,True,True,-74.232811,40.901666,440,256,LOW,0.0,7026,260972.09,123219.52,2.82,2.0,1.0,1.22,1.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a homeowner here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0101,656cf11e8c036a31a22e0ccc,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",4,1,True,True,False,True,True,-74.283353,40.870286,258,369,HIGH,1.549,7920,0.0,23923.15,1.91,3.5,3.83,3.56,4.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0102,5ff665fca89e1b2184bb1281,MG-Renter,True,Renter,32500.0,"$30,000 to $34,999",4,3,True,False,False,True,True,-74.256138,40.908053,356,233,HIGH,1.145,7026,0.0,30896.77,3.0,3.25,5.0,4.56,3.67,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I have strong connections with my neighbors. We look out for each other and share information abo...,I have mixed feelings about government flood assistance programs.,This community is my home. My family has been here for 3 generations. I cannot imagine living any...,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0103,656f6b0949d8c6715cfbafe4,MG-Renter,True,Renter,52500.0,"$50,000 to $54,999",5,3,True,True,False,True,True,-74.298904,40.868064,202,377,HIGH,1.413,7002,0.0,39286.43,4.18,5.0,3.83,2.22,2.67,True,2,True,False,True,False,0.0,0.0,I experienced flooding at my home 6 to 10 years ago. The damage was significant and caused financ...,I have Private flood insurance flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I don't have much faith in government flood programs. Past experience has shown they are slow to ...,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I know this area floods regularly.
H0104,6761bebf39e0c85287317d7c,MG-Renter,True,Renter,27500.0,"$25,000 to $29,999",3,3,True,True,True,True,True,-74.288629,40.958317,239,52,MEDIUM,0.412,7853,0.0,26988.61,4.82,4.38,3.83,3.56,4.67,True,0,False,False,True,False,0.0,0.0,I experienced flooding at my home 1 to 5 years ago. The damage was significant and caused financi...,I have NFIP flood insurance for my property.,I know some of my neighbors and we occasionally talk about local issues.,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 3 generations. I feel comfortable but could see moving if necessary.,My area has moderate flood risk. Some nearby areas flood but my specific location has been mostly...
H0105,67ac8af036c029778042bbbb,MG-Renter,True,Renter,37500.0,"$35,000 to $39,999",4,1,True,True,False,True,True,-74.308346,40.861955,168,399,HIGH,1.481,7008,0.0,34193.57,3.91,4.75,4.33,3.89,5.0,False,0,False,False,True,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I have Both private and NFIP flood insurance for my property.,I have strong connections with my neighbors. We look out for each other and share information abo...,I trust that government programs like Blue Acres and FEMA can help people recover from floods.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0106,665532c91933df17edd35f92,MG-Renter,True,Renter,100000.0,"More than $74,999",1,1,False,False,False,True,True,-74.292239,40.961372,226,41,HIGH,0.544,7030,0.0,62020.25,3.64,3.25,3.33,3.33,3.33,False,0,True,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though Iam aware my area is in a f...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a high-risk flood zone. I know this area floods regularly.
H0107,66a919ed216b817cbfd778f2,MG-Renter,True,Renter,20000.0,"Less than $25,000",1,1,False,False,True,True,True,-74.267802,40.922494,314,181,HIGH,1.248,7004,0.0,37430.93,3.55,2.88,3.33,2.33,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a high-risk flood zone. I recently learned this is a Special Flood Hazard Area.
H0108,66a0f16209972ba2d34d2b62,MG-Renter,True,Renter,20000.0,"Less than $25,000",4,1,True,True,False,True,True,-74.332784,40.959428,80,48,LOW,0.0,7018,0.0,28872.89,2.27,2.75,2.0,1.78,3.0,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I mostly keep to myself and don't interact much with neighbors.,I have mixed feelings about government flood assistance programs.,I am a renter here but don't feel strongly tied to this specific location.,My property is in a low-risk area for flooding.
H0109,5ce42b3454e33d001918923a,MG-Renter,True,Renter,20000.0,"Less than $25,000",1,1,False,False,True,False,True,-74.236421,40.961372,427,41,LOW,0.0,8722,0.0,29287.75,2.73,2.38,3.67,3.22,3.33,False,0,False,False,False,False,0.0,0.0,"I have not personally experienced flooding at my current home, though I am not sure about my floo...",I do not currently have flood insurance. The premiums seem expensive relative to my income.,I know some of my neighbors and we occasionally talk about local issues.,I have mixed feelings about government flood assistance programs.,I have been living here for 1 generation. I feel comfortable but could see moving if necessary.,My property is in a low-risk area for flooding.
