agent_id,year,decision,raw_llm_code,raw_llm_decision,threat_appraisal,coping_appraisal,memory,trust_in_insurance,trust_in_neighbors,elevated,has_insurance,relocated,flooded_this_year
Agent_59,3,Do Nothing,4,Do nothing,"Despite the past flood sparing my home, I still perceive a significant threat from future flooding events given my location and the increasing trend of elevated homes amongst my neighbors.","I feel reasonably capable of assessing the risks and making a practical decision, although I’m hesitant to commit significant resources.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.38,0.34,False,False,False,False
Agent_60,3,Only House Elevation,2,Elevate the house,"Despite the troubling news and past experiences, the lack of a current flood event coupled with the absence of damage in my neighborhood this year makes the immediate threat feel relatively low, though unsettling given historical data.",I believe my current coping strategies are inadequate and require a significant shift in proactive measures to genuinely mitigate the ongoing flood risk.,"Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.",0.4,0.34,True,False,False,True
Agent_61,3,Do Nothing,4,Do nothing,I feel a moderate level of threat from future flooding due to the previous damage and the increasing prevalence of elevated homes in my neighborhood.,I believe my ability to effectively manage the risk is hampered by skepticism and a reluctance to invest in potentially unreliable solutions.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.36,0.44,False,False,False,True
Agent_62,3,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the ongoing risk of flooding, particularly given the previous damage and my neighbors’ increasing vulnerability.","I believe I can adequately manage the risk through a combination of careful observation and potentially a proactive, though cautious, insurance purchase.","Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.",0.18,0.51,False,True,False,True
Agent_63,3,Only House Elevation,2,Elevate the house,"Despite recent damage and rising elevation rates amongst neighbors, I still feel a moderate level of threat from future flooding events given my lack of insurance and the uncertainty surrounding the insurance company.","I believe my current coping strategies are inadequate, and I need a more proactive approach to mitigating the risk of future flooding.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.28,0.41,True,False,False,True
Agent_64,3,Do Nothing,4,Do nothing,I feel moderately threatened by the ongoing risk of flooding given the previous damage and the increasing number of elevated homes in the neighborhood.,"I believe I can effectively manage this risk with a carefully considered action, though the financial implications are concerning.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.49,0.52,False,False,False,True
Agent_65,3,Do Nothing,4,Do nothing,"Despite the past flood and the increasing number of elevated homes, I still feel a moderate level of threat from future flooding events given my low elevation and lack of insurance.",I believe my limited resources and skepticism about the insurance company make it difficult to effectively address the potential flood risk.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.42,0.39,False,False,False,False
Agent_66,3,Only House Elevation,2,Elevate the house,I feel a significant threat from future flooding given the damage I’ve already experienced and the rising number of elevated homes in my neighborhood.,"I believe my current coping strategies are insufficient, and I’m unlikely to effectively mitigate the considerable risk I face.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.23,0.32,True,False,False,True
Agent_67,3,Only House Elevation,3,Do nothing,"Despite the flood in Year 3, the elevated nature of my home and the lack of relocation by neighbors suggest the ongoing risk of flooding remains a significant concern.","I believe my current elevated home provides sufficient protection, though I recognize the potential for future events warranting proactive measures.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was protected by its elevation. | Year 3: I observe 10% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.22,0.51,True,False,False,False
Agent_68,3,Do Nothing,4,Do nothing,"Despite the previous flood and my neighbors’ elevated homes, the lingering possibility of future flooding and the doubts surrounding the insurance company’s reliability create a significant level of threat.","I feel moderately capable of addressing the threat, although my skepticism and the cost considerations are hindering a decisive response.","Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.18,0.41,False,False,False,False
Agent_69,3,Do Nothing,4,Do nothing,I feel moderately threatened by the possibility of future flooding given the previous damage and the observed vulnerability of my neighborhood.,I believe my ability to effectively manage this risk is hampered by my doubts about the insurance company and the significant financial investment required for solutions.,"Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.38,0.5,False,False,False,True
Agent_70,3,Do Nothing,4,Do nothing,"I feel a moderate level of anxiety regarding potential future flooding, particularly given recent events and the observed elevation of other homes.",I believe my current coping strategies are insufficient to adequately address the ongoing risk of flooding.,"Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.34,0.44,False,False,False,False
Agent_71,3,Do Nothing,4,Do nothing,"I feel a moderate level of threat from future flooding, particularly given the recent flood and the potential for more in this area.","I believe my current coping mechanisms are insufficient to adequately address the lingering flood risk, leading to considerable anxiety.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.35,0.38,False,False,False,False
Agent_72,3,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the potential for future flooding, particularly given the recent flood and the ongoing risk in our area.",I believe my current coping strategies are inadequate and require a more proactive approach to mitigate future flood risks.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.21,0.4,True,False,False,False
Agent_73,3,Do Nothing,4,Do nothing,I feel a significant level of anxiety regarding the potential for future flood damage given my past experience and the rising trend of elevated homes in the neighborhood.,I believe my current coping strategies are inadequate and I am likely to remain vulnerable to future flooding.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.22,0.41,False,False,False,True
Agent_74,3,Do Nothing,4,Do nothing,"The recent news reports about increasing flood frequency and severity, combined with my previous flooding experience, significantly increase my perceived threat level.",I believe my current coping mechanisms are inadequate given the mounting evidence of increased flood risk and my deep distrust of potential solutions.,"Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.",0.22,0.38,False,False,False,True
Agent_75,3,Only House Elevation,2,Elevate the house,I feel moderately threatened by the potential for future flooding given the recent damage and the increasing number of elevated homes in my neighborhood.,"I believe I can cope by cautiously considering my options, leaning on the advice of my neighbors, and prioritizing preventative measures.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.43,0.49,True,False,False,True
Agent_76,3,Do Nothing,4,Do nothing,"Despite the recent flood, I still perceive a significant risk of future flooding events impacting my home.",I feel uncertain about my ability to effectively mitigate the risk given my skepticism and the relatively high cost of permanent solutions.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.24,0.46,False,False,False,False
Agent_77,3,Do Nothing,4,Do nothing,"Despite the recent flood, I still perceive a significant threat from future flooding, particularly given my low elevation and the continued presence of elevated homes in the neighborhood.",I believe my current approach of cautious observation is unlikely to effectively mitigate the risk of future flooding.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.4,0.4,False,False,False,False
Agent_78,3,Do Nothing,4,Do nothing,"I feel moderately threatened by the potential for future flooding, given my past experience and the increasing number of elevated homes in the neighborhood.","I believe I can adequately cope with the situation by taking a cautious approach, balancing risk reduction with financial considerations.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.4,0.51,False,False,False,True
Agent_79,3,Only House Elevation,2,Elevate the house,I feel a significant level of anxiety regarding the potential for future flood damage given the recent incident and the history of flooding in our area.,I believe my current coping strategies are insufficient and require a more proactive approach to safeguard my home and belongings.,"Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.43,0.46,True,False,False,True
Agent_80,3,Do Nothing,4,Do nothing,"I feel a significant level of anxiety regarding the potential for future flooding, fueled by past experience and the knowledge of ongoing risks within the community.",I believe my limited options and deep-seated distrust of the system severely hinder my ability to effectively manage the flood risk.,"Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.",0.23,0.43,False,False,False,True
Agent_81,3,Only House Elevation,3,Do nothing,"Despite the previous severe flood, the threat of future flooding remains significant, particularly given my existing vulnerability and the neighbors’ observed increase in elevation.","I believe my current measures, combined with the neighbors’ actions, offer a reasonable level of protection, though I recognize the need for further proactive steps.","Year 2: I observe 7% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Despite elevation, the flood was severe enough to cause damage. | Year 3: I observe 10% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.46,0.5,True,False,False,True
Agent_82,3,Do Nothing,4,Do nothing,I feel a significant level of threat due to the recent flooding and the continued vulnerability of my property to future events.,"I believe my coping options are limited and fraught with negative consequences, leading me to feel paralyzed.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.22,0.5,False,False,False,True
Agent_83,3,Do Nothing,4,Do nothing,I feel moderately threatened by the possibility of future flooding given the recent history and the observed elevation of some homes.,"I believe my coping options are limited and potentially costly, leading to considerable doubt about their effectiveness.","Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was spared damage. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.",0.42,0.43,False,False,False,False
Agent_84,3,Do Nothing,4,Do nothing,"I feel moderately threatened by the ongoing risk of flooding, particularly given the recent damage experienced by neighbors and my own prior experience.","I believe my coping options are limited and potentially expensive, leading to a feeling of helplessness.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.52,0.34,False,False,False,True
Agent_85,3,Do Nothing,4,Do nothing,"I feel moderately threatened by the potential for future flooding, particularly given the damage I’ve already experienced and the rising number of elevated homes in the neighborhood.","I believe I can manage the risks through cautious action, though I'm hesitant to invest heavily without more certainty.","Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.26,0.45,False,False,False,True
Agent_86,3,Do Nothing,4,Do nothing,I feel moderately threatened by the ongoing risk of flooding given the history of damage in my neighborhood and the continued lack of preventative measures taken by others.,"I believe my coping strategies are currently inadequate, leading to a feeling of helplessness.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.33,0.42,False,False,False,True
Agent_87,3,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the possibility of future flooding, considering the history of damage and increasing reports of severe flooding events.","I believe I can cope with the situation through cautious consideration and likely preventative measures, though I’m hesitant to invest heavily.","Suddenly recalled: 'A few households in the area elevated their homes before recent floods'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.",0.13,0.5,False,True,False,True
Agent_88,3,Do Nothing,4,Do nothing,I feel moderately threatened by the ongoing risk of flooding given the recent damage and the increasing number of elevated homes in my neighborhood.,I believe my coping abilities are limited by my skepticism and the considerable costs associated with proactive solutions.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.35,0.43,False,False,False,True
Agent_89,3,Do Nothing,4,Do nothing,"I feel a significant, lingering threat from flooding given my past experience and the increasing number of elevated homes in the neighborhood.",I believe my attempts to mitigate the risk are likely to be largely ineffective due to my distrust and past negative experiences.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.22,0.46,False,False,False,True
Agent_90,3,Do Nothing,4,Do nothing,"Despite past events and recent flooding, the lingering threat of future flood damage, combined with a history of unexpected events, creates a significant level of anxiety.","I believe my current coping strategies are inadequate, leading to a feeling of helplessness and a reluctance to invest in solutions.","Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.24,0.39,False,False,False,True
Agent_91,3,Do Nothing,4,Do nothing,"Despite recent events and the increasing prevalence of elevated homes, I still feel a significant level of threat from future flooding, especially considering my lack of insurance.",I believe my coping abilities are hampered by skepticism and a reluctance to invest significantly in solutions.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.5,0.44,False,False,False,True
Agent_92,3,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the potential for future flooding given the recent damage and the increasing trend of elevation in the neighborhood, despite my skepticism about the neighbors’ actions.",I believe my current coping strategies are inadequate and require a more proactive approach to mitigate the significant risk of further damage.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.38,0.41,True,False,False,True
Agent_93,3,Do Nothing,4,Do nothing,"I feel moderately threatened by the ongoing risk of flooding, particularly given the recent damage and the knowledge that others have experienced similar issues.",I believe my ability to effectively manage the risk is hampered by my skepticism and lack of confidence in preventative measures.,"Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.",0.44,0.32,False,False,False,True
Agent_94,3,Do Nothing,4,Do nothing,I feel a moderate level of threat from future flooding given the recent damage and increasing prevalence of elevated homes in the neighborhood.,"I believe my coping abilities are hampered by skepticism and a reluctance to invest heavily, leading to a passive approach.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.39,0.32,False,False,False,True
Agent_95,3,Do Nothing,4,Do nothing,"Despite recent damage, the memory of the widespread, yet unimpacted, flood 15 years prior combined with the current localized damage creates a significant, though somewhat ambiguous, threat perception.","I feel reasonably unconfident in my ability to proactively mitigate the risk of future flooding, given my skepticism about neighbors’ judgments and the unsettling inconsistency in past events.","Year 2: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.4,0.42,False,False,False,True
Agent_96,3,Do Nothing,4,Do nothing,"I feel a moderate level of threat from future flooding, particularly given the recent damage and increasing neighbor elevation, though my skepticism about the insurance company and my neighbors’ judgment dampens the immediate urgency.",I believe my coping options are limited and potentially ineffective due to my distrust and the relatively high costs involved compared to the perceived benefits.,"Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.38,0.47,False,False,False,True
Agent_97,3,Only House Elevation,3,Do nothing,"Despite the past flood and my elevated home, I still perceive a significant threat from future flooding events, particularly given the historical damage and the uncertainty of future occurrences.","I believe my current situation offers a reasonable level of protection, but I recognize the need for a backup plan should the risk escalate.","Year 2: I observe 0% of my neighbors have relocated. | Year 3: A flood occurred, but my house was protected by its elevation. | Year 3: I observe 10% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.36,0.44,True,False,False,False
Agent_98,3,Do Nothing,4,Do nothing,"I feel moderately threatened by the ongoing risk of flooding, given the damage experienced and the increasing number of elevated homes in the neighborhood.","I believe my coping abilities are limited, and the available options are fraught with significant drawbacks.","Year 2: I observe 8% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.3,0.44,False,False,False,True
Agent_99,3,Both Flood Insurance and House Elevation,1,Buy flood insurance,"Despite the past flood damage, the continued risk of flooding remains a significant concern given my elevated home and the neighborhood’s increasing elevation.","I believe my current elevation provides a degree of protection, but I’m uncertain about the long-term effectiveness and need to proactively address potential future damage.","Year 2: I observe 7% of my neighbors have elevated homes. | Year 2: I observe 0% of my neighbors have relocated. | Year 3: Despite elevation, the flood was severe enough to cause damage. | Year 3: I observe 10% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated.",0.26,0.52,True,True,False,True
Agent_100,3,Do Nothing,4,Do nothing,I feel moderately threatened by the potential for future flooding given the previous damage and the recalled information about elevated homes.,I believe my ability to effectively cope with the risk is hampered by my skepticism and the perceived high costs of preventative measures.,"Year 2: I observe 0% of my neighbors have relocated. | Year 3: Got flooded with $10,000 damage on my house. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.",0.39,0.39,False,False,False,True
Agent_1,4,Do Nothing,4,Do nothing,"Despite the recent damage and the lingering memory of a significant flood, I still feel a moderate level of threat from future flooding, particularly given the historical data.",I believe my current coping mechanisms are inadequate and require significant investment to truly address the risk.,"Year 3: I observe 0% of my neighbors have relocated. | Year 4: Got flooded with $10,000 damage on my house. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.4,0.36,False,False,False,True
Agent_2,4,Only House Elevation,3,Do nothing,"Despite the past flood, I still perceive a significant threat from future flooding given my location and the increasing number of elevated homes in the neighborhood.","I believe my existing elevated home offers substantial protection, making proactive measures feel somewhat unnecessary at this time.","Year 3: I observe 10% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was protected by its elevation. | Year 4: I observe 23% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.28,0.43,True,False,False,False
Agent_3,4,Only House Elevation,3,Do nothing,"Despite the flood last year and the increasing number of elevated homes, I still feel a moderate level of threat from future flooding, given my house’s existing protection and my neighbors’ apparent complacency.","I believe my current situation offers a reasonable degree of protection, and I lack the confidence to significantly alter my lifestyle or financial commitments based solely on potential future events.","Year 3: I observe 10% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was protected by its elevation. | Year 4: I observe 23% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.25,0.37,True,False,False,False
Agent_4,4,Do Nothing,4,Do nothing,"I feel moderately threatened by the ongoing risk of flooding, particularly given the recent damage experienced by neighbors.","I believe I can cope with the situation by carefully considering my options, but I’m hesitant to invest heavily without more certainty.","Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: Got flooded with $10,000 damage on my house. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.43,0.31,False,False,False,True
Agent_5,4,Do Nothing,4,Do nothing,"Despite the flood in the past, I still feel a moderate level of threat from future flooding, particularly given the increasing number of elevated homes in the area.","I believe my current approach of skepticism and inaction is a weak strategy for managing the flood risk, leaving me vulnerable.","Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.41,0.38,False,False,False,False
Agent_6,4,Do Nothing,4,Do nothing,"I feel moderately threatened by the possibility of future flooding, given the history and the increasing trend of elevation in my neighborhood.",I believe my coping efforts will be somewhat limited due to skepticism and a reluctance to invest heavily.,"Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.29,0.46,False,False,False,False
Agent_7,4,Do Nothing,4,Do nothing,I feel moderately threatened by the ongoing risk of flooding given the history of damage in my neighborhood and the increasing number of elevated homes.,I believe my coping abilities are hampered by skepticism and a reluctance to invest heavily in solutions.,"Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: Got flooded with $10,000 damage on my house. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.4,0.46,False,False,False,True
Agent_8,4,Only House Elevation,2,Elevate the house,"I feel moderately threatened by the potential for future flooding, given the recent history and the recalled information about elevated homes.","I believe my current coping strategies are inadequate, requiring a more proactive approach to mitigate future flood risk.","Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.",0.2,0.48,True,False,False,False
Agent_9,4,Only Flood Insurance,1,Buy flood insurance,"Despite the past lack of flooding and my neighbors’ stability, the reported delays in flood insurance claims, coupled with the memory of the flood, create a lingering sense of vulnerability to future damage.",I feel somewhat uncertain about my ability to effectively mitigate the risks given the insurance complications and the potential for unexpected flooding.,"Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.",0.27,0.49,False,True,False,False
Agent_10,4,Do Nothing,4,Do nothing,"I feel a moderate level of threat due to the recent news reports about increasing flood frequency and my previous experience with flooding, even if the immediate risk seems low.",I believe my coping abilities are hampered by a lack of confidence in both the insurance company and the judgments of my neighbors.,"Year 3: I observe 0% of my neighbors have relocated. | Year 4: Got flooded with $10,000 damage on my house. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.",0.49,0.41,False,False,False,True
Agent_11,4,Do Nothing,4,Do nothing,"Despite the recent flood, I still feel a moderate level of threat from future flooding events given my location and the rising number of elevated homes in the area.","I believe I can manage the risk through a cautious approach, though my skepticism about insurance and neighbors’ judgment hinders my confidence.","Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.32,0.35,False,False,False,False
Agent_12,4,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the ongoing risk of flooding, particularly given the increasing number of elevated homes in my neighborhood.","I believe I can cautiously assess my options and take measured steps to mitigate the risk, though I’m hesitant to make a large financial commitment.","Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 0% of my neighbors have relocated. | Year 4: Got flooded with $10,000 damage on my house. | Year 4: I observe 24% of my neighbors have elevated homes. | Year 4: I observe 0% of my neighbors have relocated.",0.24,0.51,False,True,False,True
