agent_id,year,decision,raw_llm_code,raw_llm_decision,threat_appraisal,coping_appraisal,memory,trust_in_insurance,trust_in_neighbors,elevated,has_insurance,relocated,flooded_this_year
Agent_39,3,Only House Elevation,2,Elevate the house,"I perceive a moderate threat from the potential for future floods, given my neighborhood's history and lack of elevation.",I believe I can cope with flood risks effectively if I take proactive measures to mitigate them.,"Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.38,0.41,True,False,False,False
Agent_40,3,Do Nothing,4,Do nothing,I am moderately concerned that flooding could pose a threat to my home and property in the future.,"I believe I can partially mitigate risks by purchasing flood insurance, but I have doubts about its effectiveness due to concerns about the insurance company's reliability.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.28,0.49,False,False,False,True
Agent_41,3,Do Nothing,4,Do nothing,"I perceive a moderate threat to my home and family from potential future floods, despite the lack of immediate risk this year.","I am uncertain about my ability to take proactive measures against flood risks, such as elevating my house or purchasing insurance, due to concerns about cost and effectiveness.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'A few households in the area elevated their homes before recent floods'.,0.5,0.32,False,False,False,True
Agent_42,3,Do Nothing,4,Do nothing,"Despite observing high percentages of my neighbors have elevated their homes and relocated to avoid flooding, I still feel a moderate sense of threat due to the potential for future flood damage.","I believe I can cope with minor floods, as I've lived in this area for years without significant issues, but I'm uncertain about my ability to mitigate the effects if a major flood occurs.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.36,0.39,False,False,False,True
Agent_43,3,Do Nothing,4,Do nothing,I perceive a moderate threat from future floods due to my community's flood risk and my lack of elevation.,I believe my ability to cope with flood risks is limited by my current insurance situation and uncertainty about the effectiveness of both.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.35,0.41,False,False,False,True
Agent_44,3,Do Nothing,4,Do nothing,"I perceive a moderate threat from potential future flooding, as the gravity of its consequences is uncertain and my current lack of flood insurance leaves me vulnerable.","I believe my ability to cope with the threat is limited due to my skepticism about the insurance company's reliability, self-doubt about neighbors' judgment, and uncertainty about the severity of potential damage.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.45,0.37,False,False,False,True
Agent_45,3,Do Nothing,4,Do nothing,I perceive myself as moderately threatened by the risk of flooding due to my location in a flood-prone area and lack of flood insurance.,"I believe that I can partially cope with the threat of flooding through purchasing flood insurance, but I have doubts about its effectiveness due to concerns about the insurance company's reliability.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.37,0.41,False,False,False,False
Agent_46,3,Do Nothing,4,Do nothing,"Despite observing my neighbors' efforts to mitigate the flood risk through elevation and insurance, I feel uncertain about their judgment and concerned that I might still be at risk.","I believe I can cope with potential flood damage on my own without significant assistance, but I am hesitant to take action due to concerns about the effectiveness of existing measures.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.46,0.41,False,False,False,True
Agent_47,3,Do Nothing,4,Do nothing,I perceive a moderate level of threat from potential flooding due to my location in the city and the reported trend of increasing flood frequency and severity.,"I believe my ability to cope with flooding is limited, as I have slight doubts about my neighbors' judgment and am skeptical of the insurance company's effectiveness.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.37,0.33,False,False,False,True
Agent_48,3,Do Nothing,4,Do nothing,I perceive a moderate threat to my home and safety due to the potential for flooding in my community.,I doubt my ability to take effective action to mitigate this risk due to concerns about the insurance company's reliability and the uncertainty of elevating my house.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.42,0.37,False,False,False,False
Agent_50,3,Do Nothing,4,Do nothing,"I perceive a moderate threat to my home and family from future flooding, given the potential for elevated homes in my neighborhood to prevent damage and the current lack of flood insurance.",My confidence in taking action against flood risk is low due to my skepticism about the insurance company's reliability and doubts about the judgment of my neighbors who have already taken steps to elevate their homes.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.38,0.41,False,False,False,False
Agent_51,3,Do Nothing,4,Do nothing,I am moderately concerned about the potential threat of flooding due to my location and lack of flood insurance.,"I believe that my ability to cope with flooding is limited by my skepticism of insurance companies and my neighbors' judgment, which makes me less confident in my ability to prepare for or respond to a flood event.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.47,0.44,False,False,False,True
Agent_52,3,Do Nothing,4,Do nothing,I perceive a moderate threat from potential future flooding due to my lack of flood insurance and the slight doubts about the reliability of my current situation.,"I believe my ability to cope with potential flooding is low due to the high severity of potential damage, moderate likelihood of being affected, and limited response options.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.46,0.34,False,False,False,True
Agent_53,3,Do Nothing,4,Do nothing,"I perceive a moderate threat to my home and community due to the ongoing flood risk, despite taking no action this year.","I believe that without elevating my house or relocating immediately, I can temporarily manage the risk by doing nothing this year, as it requires no financial investment or effort.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.3,0.4,False,False,False,True
Agent_54,3,Do Nothing,4,Do nothing,"I perceive a moderate to high threat of flooding due to the presence of nearby elevated homes and my own skepticism about insurance coverage, leaving me feeling uncertain about the effectiveness of my current preparedness measures.","I believe that without taking action, I can cope with potential flood damage by relying on the partial financial protection offered by flood insurance, despite having some doubts about its reliability.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.49,0.39,False,False,False,True
Agent_55,3,Do Nothing,4,Do nothing,I perceive a moderate threat from potential flooding due to my location in the flood-prone area and lack of elevation.,I believe that I can take some basic precautions but may not be able to effectively mitigate or prevent damage if a flood occurs.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.42,0.44,False,False,False,True
Agent_56,3,Do Nothing,4,Do nothing,"Although I am aware that flooding is a risk in my neighborhood, the fact that I don't feel immediate threat because no flood occurred this year leads me to believe that the likelihood of flooding is low.",My confidence in my ability to cope or act in the face of potential flooding is somewhat undermined by my skepticism towards insurance companies and my neighbors' judgment.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.41,0.35,False,False,False,False
Agent_57,3,Only Flood Insurance,1,Buy flood insurance,I perceive a moderate threat to my home and safety due to the history of flooding in my neighborhood.,"I assess that I am somewhat able to cope with potential flood risks, as I currently have flood insurance, but I also harbor some doubts about its effectiveness.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.39,0.38,False,True,False,True
Agent_58,3,Only Flood Insurance,1,Buy flood insurance,I perceive a moderate threat to my property and well-being from potential future flooding due to the city's flood-prone location and my home's vulnerability.,"I am moderately confident in my ability to adapt and mitigate risks, but I lack specific knowledge about how effective each action would be and may rely on the judgment of others, which makes me somewhat uncertain.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.29,0.46,False,True,False,True
Agent_59,3,Relocate,2,Relocate,"Despite having an elevated home and being skeptical about my neighbors' judgment, I still feel a sense of vulnerability to flooding due to the uncertainty of future events.",I believe that taking action to mitigate flood risk is challenging for me due to my doubts about insurance companies and slight concerns about the effectiveness of elevation.,Year 3: Elevation grants are available. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.29,0.35,True,False,True,True
Agent_60,3,Do Nothing,4,Do nothing,"Although the current flood risk is low, with no immediate threat since no flood occurred this year, I still feel a sense of vulnerability due to my past observations and doubts about future risks.","I am skeptical of my ability to prepare for potential floods, given my uncertainty about the insurance company's reliability and neighbors' judgment.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.27,0.38,False,False,False,True
Agent_61,3,Do Nothing,4,Do nothing,"Despite the elevated homes and relocation efforts in my community, I still feel uncertain about my ability to protect myself from potential flood damage due to my skepticism of insurance companies and neighbors' judgment.",I believe that taking action would be challenging for me because I'm unsure if I can afford the upfront cost of elevation or effectively assess my own vulnerability to flooding.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.29,0.32,False,False,False,True
Agent_62,3,Do Nothing,4,Do nothing,"I perceive a moderate level of threat from the potential for future flooding, as I have doubts about my current flood insurance company and am concerned that my home may not be adequately protected.","I believe I can cope with the situation by taking action to mitigate flood risk, but I lack confidence in my ability to make informed decisions about my own risk assessment and mitigation strategies.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.37,0.38,False,False,False,False
Agent_63,3,Do Nothing,4,Do nothing,"Despite the available elevation grants and relatively low risk, I feel a lingering sense of vulnerability due to my neighbors' experiences with flooding.","I believe I can take some basic precautions, but I am uncertain about the effectiveness of these measures in preventing future flood damage.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.19,0.34,False,False,False,False
Agent_64,3,Do Nothing,4,Do nothing,"Although I'm aware of the potential for flooding, my current situation seems relatively stable, and I don't feel an immediate sense of threat.","Unfortunately, I have some doubts about my ability to take effective action due to my skepticism of insurance companies and neighbors' judgment, which might hinder me from making informed decisions.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.36,0.39,False,False,False,True
Agent_65,3,Do Nothing,4,Do nothing,"Although I'm aware that my neighborhood has a moderate to high flood risk and some neighbors have experienced flooding, I don't feel directly threatened by the current situation.","Unfortunately, I am not confident in my ability to take effective action against flood risk due to my distrust of insurance companies and skepticism about my neighbors' judgment.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.22,0.38,False,False,False,True
Agent_66,3,Do Nothing,4,Do nothing,I perceive a moderate level of threat from potential flooding due to my skepticism about the insurance company and concerns about the judgment of my neighbors.,"I believe that, with some effort, I can take steps to mitigate flood risk, but my confidence in doing so is tempered by my doubts about elevation grants and the effectiveness of flood insurance.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.26,0.43,False,False,False,True
Agent_67,3,Do Nothing,4,Do nothing,I am moderately concerned about the potential threat of flooding due to my neighborhood's vulnerability to it.,"I believe that I can take action to protect myself and my home from flood damage, but I may need some guidance and support to make informed decisions.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.19,0.37,False,False,False,False
Agent_68,3,Do Nothing,4,Do nothing,I perceive a moderate threat from the potential for flooding due to my location and lack of elevation measures.,"I believe that I am not well-equipped to deal with the consequences of flooding, given my skepticism about insurance companies and doubts about the judgment of those who have elevated their homes or relocated.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.27,0.4,False,False,False,False
Agent_69,3,Do Nothing,4,Do nothing,I am moderately concerned about the potential consequences of flooding due to my location in a flood-prone area and lack of flood insurance.,"I believe I can take some basic actions to mitigate flood risks, but I have doubts about their effectiveness and the ability of my insurance company to respond adequately.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.24,0.39,False,False,False,False
Agent_70,3,Do Nothing,4,Do nothing,"I perceive a moderate threat from potential future flooding, as I am uncertain about the severity and likelihood of an event occurring.","I doubt my ability to effectively cope with flood-related consequences, mainly due to skepticism towards insurance companies and neighbors' judgment, which may impact my preparedness.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.35,0.48,False,False,False,True
Agent_71,3,Both Flood Insurance and House Elevation,1,Buy flood insurance,"Although I have an elevated home and observe most of my neighbors taking preventative measures, the threat of flooding still lingers due to the recent elevation grants and my skepticism about my neighbors' judgment.","I believe I can partially cope with flood damage by purchasing flood insurance, but I'm uncertain about its effectiveness given some doubts about the insurance company.",Year 3: Elevation grants are available. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.42,0.46,True,True,False,False
Agent_72,3,Only Flood Insurance,1,Buy flood insurance,I perceive a moderate level of threat to my home and safety due to the existing flood risk in my community.,"I am uncertain about my ability to effectively cope with flooding, given my skepticism towards insurance companies and neighbors' judgment on elevation and relocation options.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.23,0.39,False,True,False,False
Agent_73,3,Only House Elevation,2,Elevate the house,I perceive a moderate level of threat from potential flooding due to my location in a flood-prone area and the recent experience of my neighbors.,"I believe that I can take some action to mitigate the risk, but I also doubt the effectiveness of these actions given my skepticism about insurance companies and my neighbors' judgment.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.49,0.35,True,False,False,True
Agent_74,3,Only House Elevation,3,Do nothing,I perceive a moderate threat to my home and property due to the possibility of increasing flood frequency and severity in our community.,"I am skeptical about my neighbors' judgment regarding their elevated homes and their ability to cope with potential floods, which may lead me to doubt my own risk assessment.",Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.18,0.41,True,False,False,False
Agent_75,3,Do Nothing,4,Do nothing,"I perceive a moderate threat from potential future flooding due to the city's history of flood events and my neighbor's elevated homes, despite not experiencing any this year.","I have concerns about my ability to effectively manage or prepare for future floods, given my distrust of insurance companies and skepticism towards neighbors' judgments on the issue.","Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.17,0.41,False,False,False,False
Agent_76,3,Only Flood Insurance,1,Buy flood insurance,"I feel moderately threatened by the potential for future floods in my neighborhood, as I have concerns about the reliability of flood insurance and the safety of my home if a severe flood were to occur.","I believe that I can cope with potential flooding risks, but I am not confident in my ability to take proactive measures such as elevating my house or dealing with the uncertainty of flood insurance.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.11,0.45,False,True,False,True
Agent_77,3,Only Flood Insurance,1,Buy flood insurance,"I am concerned that the risk of flooding and its potential consequences, although not immediate, may still pose a significant threat to my home and personal assets.","I believe that without proper measures in place, such as flood insurance or elevation, I would struggle to cope with the aftermath of a flood and protect myself from financial and emotional losses.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.29,0.39,False,True,False,True
Agent_78,3,Do Nothing,4,Do nothing,"Although I don't have immediate evidence that a flood will occur, my community's recent experiences and reported delays in processing flood insurance claims make me feel uncertain about the severity of the threat and concerned about potential future risks.","I believe I can take some basic steps to mitigate the risk, such as purchasing flood insurance or making minor modifications to my home, but I doubt whether these actions will be effective in preventing a severe flood event.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.44,0.32,False,False,False,True
Agent_80,3,Do Nothing,4,Do nothing,"I perceive a moderate threat to my home and livelihood due to the potential for flooding, despite having not experienced it this year.","I doubt my ability to effectively cope with flood-related challenges, given my skepticism of insurance companies and neighbors' judgment, as well as concerns about physical damage to my home.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.4,0.41,False,False,False,True
Agent_81,3,Do Nothing,4,Do nothing,I perceive a moderate level of threat from the potential for future flooding due to my location in a flood-prone area.,"I am somewhat confident that I can cope with the risk of flooding if it occurs, but I have doubts about the effectiveness and reliability of flood insurance companies.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.4,0.33,False,False,False,True
Agent_82,3,Do Nothing,4,Do nothing,I am moderately concerned that flooding will pose a significant threat to my property and livelihood in the future.,I believe that taking action to mitigate this risk is challenging for me due to my lack of confidence in my ability to make informed decisions about flood insurance and home elevation.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.16,0.34,False,False,False,False
Agent_83,3,Do Nothing,4,Do nothing,"I perceive the risk of flooding as a persistent threat to my home and way of life, but I do not feel an immediate sense of urgency.","I believe that I can take steps to mitigate the flood risk, but I am uncertain about the effectiveness of these measures and doubt the insurance company's ability to provide adequate protection.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.33,0.36,False,False,False,True
Agent_84,3,Both Flood Insurance and House Elevation,1,Buy flood insurance,"I perceive a moderate threat from potential flooding, considering my home's elevation but also the possibility of future damage and the lack of flood insurance.","I am moderately confident in my ability to cope with flooding if it occurs, as my elevated home provides some protection, but I am concerned about financial loss without adequate protection.",Year 3: Elevation grants are available. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.33,0.39,True,True,False,True
Agent_85,3,Do Nothing,4,Do nothing,"Although I have no immediate reason to fear flooding due to a lack of recent events, my community's past experiences and the knowledge that others in similar situations have elevated their homes make me believe there is still a threat present.",I do not believe I can effectively mitigate flood damage or protect myself adequately without some sort of proactive measure.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.44,0.4,False,False,False,True
Agent_86,3,Do Nothing,4,Do nothing,"I believe that the risk of flooding in my community is still present, and I am somewhat threatened by the possibility of future flood damage to my home.","I doubt my ability to afford and understand the insurance options available to me, and I also question the effectiveness of my neighbors' flood prevention measures.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.25,0.46,False,False,False,False
Agent_87,3,Do Nothing,4,Do nothing,I perceive a moderate threat from potential flooding due to my existing flood insurance and doubts about its efficacy.,"I believe my ability to cope with the threat is low because I have slight concerns that my current insurance might not be sufficient, despite observing a relatively small percentage of my neighbors having elevated homes.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.46,0.49,False,False,False,False
Agent_88,3,Do Nothing,4,Do nothing,"I am moderately threatened by the potential for flooding due to my location in a flood-prone area, despite not having elevated my home yet.","I believe that my ability to cope with the threat of flooding is limited, as I have slight doubts about my insurance company's reliability and skepticism about my neighbors' judgment.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.5,0.39,False,False,False,True
Agent_89,3,Only House Elevation,2,Elevate the house,"I feel vulnerable to flooding due to my neighborhood's history and the lack of flood control measures, despite having elevated homes nearby.",I believe that elevating my house is a feasible action but may be more expensive than initially anticipated.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.24,0.46,True,False,False,True
Agent_90,3,Only Flood Insurance,1,Buy flood insurance,"I feel a moderate sense of threat from potential future floods, as my current flood insurance may not be sufficient to protect me against the full extent of damage.","I believe that I can cope with potential flood risks by taking some action, but I am uncertain about the effectiveness and feasibility of each option.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.25,0.32,False,True,False,True
Agent_91,3,Do Nothing,4,Do nothing,"I perceive the risk of flooding as a significant threat to my home and belongings, although it may not have occurred this year.","Unfortunately, I do not believe I can effectively cope with or act in response to flood risks due to my skepticism about insurance companies and neighbors' judgments.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.27,0.39,False,False,False,True
Agent_92,3,Only Flood Insurance,1,Buy flood insurance,"I perceive a moderate threat to my home and family due to the potential for flooding, but my attachment to the community and skepticism of my neighbors' judgment may make me underestimate the severity of this risk.","I believe I can cope with the flood risk by taking some action, as I recognize that inaction would leave me exposed to financial loss without providing any protection against physical damage.",Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.11,0.39,False,True,False,True
Agent_93,3,Both Flood Insurance and House Elevation,1,Buy flood insurance,I perceive myself as moderately vulnerable to flooding due to the city's history and my elevated home's partial protection.,"I am uncertain about the effectiveness of my current coping strategies, given the doubts I have about the insurance company and the judgment of some of my neighbors.",Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.25,0.44,True,True,False,False
Agent_94,3,Relocate,2,Relocate,"Despite the elevated house providing good protection, I still feel threatened by the increasing flood frequency and severity reported in the news outlets.","Unfortunately, my confidence in coping with floods is low due to my skepticism of neighbors' judgment and concerns about the insurance company's effectiveness.",Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'News outlets have reported a possible trend of increasing flood frequency and severity in recent years'.,0.24,0.48,True,False,True,False
Agent_95,3,Do Nothing,4,Do nothing,"I perceive a moderate threat to my home and livelihood due to the potential for flooding, considering the city-wide flood damage in the past and the fact that my neighborhood was not affected.","I believe I can cope with flood-related stress if I take proactive measures, but I may feel anxious or helpless if no action is taken.","Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'A flood event about 15 years ago caused $500,000 in city-wide damages; my neighborhood was not impacted at all'.",0.2,0.45,False,False,False,False
Agent_96,3,Only House Elevation,2,Elevate the house,"I perceive a moderate threat from potential flooding in my neighborhood, despite the fact that no flood occurred this year.",I believe I can cope with the risks of flooding by taking some form of action to reduce my vulnerability.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.34,0.47,True,False,False,False
Agent_97,3,Do Nothing,4,Do nothing,I feel moderately threatened by the potential risk of flooding in my neighborhood due to the proximity of waterways and neighboring homes that have already elevated their foundations.,I believe I can partially cope with flood risks through some actions but acknowledge limitations in my ability to mitigate damage effectively.,Year 3: Elevation grants are available. | Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.45,0.45,False,False,False,True
Agent_98,3,Only House Elevation,3,Do nothing,"I perceive a moderate threat from flooding, given my existing elevation but still feeling uncertain about the reliability of my insurance company and the potential vulnerability of my neighbors' judgment.","I doubt my ability to effectively cope with the consequences of flooding, mainly due to skepticism towards my neighbors' relocation decisions.",Year 3: Elevation grants are available. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.42,0.43,True,False,False,False
Agent_99,3,Both Flood Insurance and House Elevation,1,Buy flood insurance,"I perceive a moderate threat from potential future floods, given the slight elevation grant available and the observed relocation of 2% of my neighbors.","I am moderately confident in my ability to mitigate flood risks through partial financial protection offered by existing insurance coverage, but skepticism about its effectiveness exists due to doubts regarding the insurance company.",Year 3: Elevation grants are available. | Year 3: I observe 11% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated.,0.31,0.43,True,True,False,True
Agent_100,3,Do Nothing,4,Do nothing,"I perceive a significant risk of flooding due to my location and the recent introduction of elevation support for residents, making me feel vulnerable and threatened.","I believe I can effectively take action to mitigate this threat, but my lack of confidence in insurance companies and neighbors' judgment may hinder my ability to make informed decisions.",Year 3: I observe 12% of my neighbors have elevated homes. | Year 3: I observe 2% of my neighbors have relocated. | Suddenly recalled: 'The city previously introduced a program offering elevation support to residents'.,0.16,0.45,False,False,False,False
Agent_49,3,Already relocated,,,N/A,N/A,,,,,,,
Agent_79,3,Already relocated,,,N/A,N/A,,,,,,,
Agent_1,4,Only Flood Insurance,1,Buy flood insurance,I perceive the flood risk as a significant threat to my home and financial security.,"I do not believe that I have the necessary knowledge, resources, or skills to effectively mitigate or prevent flooding on my own.","Year 4: Got flooded with $10,000 damage on my house. | Year 4: I observe 16% of my neighbors have elevated homes. | Year 4: I observe 7% of my neighbors have relocated.",0.15,0.34,False,True,False,True
Agent_2,4,Do Nothing,4,Do nothing,"Despite my attachment to the community and concerns about neighbors' judgment, I feel that flooding remains a significant threat due to the lack of flood insurance and elevated homes in our area.","I believe I can effectively cope with potential flood damage if I take action, but my distrust of the insurance company and skepticism of my neighbors' advice may hinder my ability to make informed decisions.",Year 4: I observe 16% of my neighbors have elevated homes. | Year 4: I observe 7% of my neighbors have relocated. | Suddenly recalled: 'Some residents reported delays when processing their flood insurance claims'.,0.12,0.43,False,False,False,False
Agent_3,4,Relocate,3,Relocate,I feel moderately threatened by the possibility of future flooding due to my current lack of flood protection measures.,"I believe that I can take some action to mitigate the risk, but I am unsure about its effectiveness and my ability to implement it.","Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 16% of my neighbors have elevated homes. | Year 4: I observe 7% of my neighbors have relocated.",0.34,0.34,False,True,True,False
Agent_4,4,Relocate,2,Relocate,I feel moderately threatened by the potential for future flooding due to my current lack of protection and insurance.,"I believe I can partially mitigate flood risks through measures such as elevation and cautionary behaviors, but I doubt the effectiveness of these efforts and worry about my ability to cope with unexpected events.","Year 4: A flood occurred, but my house was protected by its elevation. | Year 4: I observe 15% of my neighbors have elevated homes. | Year 4: I observe 7% of my neighbors have relocated.",0.26,0.34,True,False,True,False
Agent_5,4,Do Nothing,4,Do nothing,"Although I don't perceive a current threat from flooding in my area since the last incident was four years ago, the risk still lingers in the back of my mind, making me moderately concerned about potential future damage.","Given my lack of experience with elevated homes and skepticism towards my neighbors' judgment, I feel uncertain about how effective any action would be to mitigate the flood risk.","Year 4: A flood occurred, but my house was spared damage. | Year 4: I observe 16% of my neighbors have elevated homes. | Year 4: I observe 7% of my neighbors have relocated.",0.22,0.31,False,False,False,False
